cost,time,preference
10.398344531676777,8.388344531676777,3.5116554683232226
37.508611970413696,542.2786119704137,116.42138802958631
4.4468730688571,140.5768730688571,21.7231269311429
6.482177524532286,9.022177524532285,-0.322177524532286
18.125730425,677.305730425,114.19426957499999
53.075221791492766,177.35522179149277,71.54477820850722
47.380898423515475,392.34089842351545,107.35910157648453
35.30321834807692,240.43321834807693,83.56678165192308
14.899648920129772,655.0696489201298,99.23035107987022
25.360514653342644,600.4705146533427,115.82948534665735
51.47667238397899,192.336672383979,87.66332761602101
46.539168893399506,187.6891688933995,78.7108311066005
51.47667238397899,192.336672383979,87.66332761602101
20.63086516673077,565.3208651667308,110.87913483326923
36.29319629676609,525.283196296766,110.91680370323391
25.360514653342644,600.4705146533427,115.82948534665735
11.9879665,97.3479665,32.1520335
22.90904680574038,485.36904680574037,98.23095319425963
8.886580746872887,48.856580746872886,12.04341925312711
11.72165108781094,38.91165108781094,19.088348912189055
23.460142626923076,432.2701426269231,96.92985737307693
29.343200504423077,152.9132005044231,68.98679949557693
38.16265861290966,400.44265861290967,100.35734138709033
33.19802018625,207.33802018625,77.46197981374999
27.450079070617676,112.39007907061767,57.80992092938232
40.63213680378392,455.3221368037839,104.97786319621606
8.965646235150194,23.655646235150193,14.444353764849808
7.5632666575480805,68.76326665754809,26.236733342451917
39.591882761634615,177.37188276163462,76.62811723836539
7.683240999999999,325.143241,69.65675900000001
6.371342452884615,370.1313424528846,55.068657547115386
25.465335147083106,90.1153351470831,38.68466485291689
14.892291,280.072291,59.427709
31.495945186249998,207.32594518625,76.47405481375
7.23735005,355.16735005,53.33264995
36.6507374355977,437.2907374355977,104.70926256440232
6.687308295737973,123.75730829573797,3.8426917042620268
41.40290980658389,345.4929098065839,101.3070901934161
13.831058049907305,205.1510580499073,37.1489419500927
20.085057087590243,80.28505708759023,30.61494291240976
17.83081019807692,395.17081019807694,94.72918980192306
20.093064578750003,147.53306457875,42.66693542125
10.018469289674984,13.988469289674985,14.311530710325016
15.339426509452831,487.19942650945285,102.40057349054716
35.61891897538784,112.64891897538784,67.85108102461216
5.4787468509557575,380.35874685095575,29.94125314904424
6.715113959271007,48.99511395927101,3.204886040728992
4.711866892511774,135.84186689251177,18.758133107488227
7.372929654357484,8.862929654357483,8.337070345642516
17.125615025000002,665.255615025,104.24438497499999
10.861067847115384,292.1310678471154,50.96893215288461
16.64,305.0,64.5
6.384937692307693,337.0749376923077,35.325062307692306
18.950426625000002,215.060426625,46.33957337500001
7.7601033778306245,8.730103377830623,1.2698966221693762
13.321601533557693,307.2716015335577,51.72839846644231
44.291406760292325,77.26140676029233,64.13859323970766
28.09369538269231,212.3636953826923,79.43630461730768
14.553325634615383,185.09332563461538,43.20667436538462
28.976748178846155,257.26674817884617,87.83325182115385
37.508611970413696,542.2786119704137,116.42138802958631
25.6051317699744,230.3351317699744,81.5648682300256
53.075221791492766,177.35522179149277,71.54477820850722
30.318853152729478,405.2688531527295,99.03114684727053
7.759283948895309,68.65928394889531,9.840716051104692
35.70180432965728,502.19180432965726,107.70819567034273
42.72710839913131,432.3171083991313,111.98289160086868
14.409917158441958,362.13991715844196,74.36008284155804
18.49091737,665.29091737,112.60908262999999
44.291406760292325,77.26140676029233,64.13859323970766
15.753495,227.263495,49.236505
15.076215,285.256215,61.943785000000005
35.459536206582285,537.2795362065823,109.52046379341773
24.23412750769231,175.3341275076923,62.965872492307696
20.63086516673077,565.3208651667308,110.87913483326923
26.070902147500004,305.2309021475,89.06909785250001
32.84471806008836,460.38471806008835,101.41528193991164
26.86678081153846,212.81678081153845,73.38321918846152
21.989482603352677,380.36948260335265,96.03051739664733
6.153739538461538,300.07373953846155,33.02626046153846
32.84471806008836,460.38471806008835,101.41528193991164
9.49563623076923,390.14563623076924,92.65436376923077
25.416799155771244,127.34679915577125,48.55320084422876
22.482334380937523,540.3423343809375,108.85766561906249
18.176249540288463,212.13624954028847,45.96375045971154
5.766605750000001,267.29660575,27.903394249999998
29.927319689903847,247.55731968990384,89.74268031009615
11.286152873000802,245.3061528730008,37.99384712699919
27.60295415707004,220.66295415707003,82.53704584292997
9.49563623076923,390.14563623076924,92.65436376923077
41.36533162684967,407.5153316268497,104.98466837315036
18.125730425,677.305730425,114.19426957499999
41.36533162684967,407.5153316268497,104.98466837315036
12.994567893096335,8.964567893096335,17.035432106903663
4.4468730688571,140.5768730688571,21.7231269311429
24.23412750769231,175.3341275076923,62.965872492307696
26.88629360100995,222.33629360100994,75.16370639899004
23.95290115365749,250.2729011536575,74.9270988463425
35.70180432965728,502.19180432965726,107.70819567034273
21.67,215.0,64.4
